filename,width,height,class,xmin,ymin,xmax,ymax
aug_1112-5921_frame_005826_2.jpg,1280,720,van,423,200,442,218
aug_1112-5921_frame_005826_2.jpg,1280,720,person,238,266,252,288
aug_1112-5921_frame_005826_2.jpg,1280,720,person,519,251,531,278
aug_1112-5924_frame_008521_1_16339.jpg,1280,720,heavy_truck,471,198,513,236
aug_1112-5924_frame_008521_1_16339.jpg,1280,720,person,248,262,262,282
aug_1112-5924_frame_008521_1_16339.jpg,1280,720,taksi,623,382,792,450
aug_1112-5924_frame_008521_1_16339.jpg,1280,720,light_truck,600,198,625,213
aug_1112-5918_frame_002450_6_171291.jpg,1280,720,heavy_truck,556,283,764,436
aug_1112-5918_frame_002450_6_171291.jpg,1280,720,van,488,202,523,221
aug_1112-5918_frame_002450_6_171291.jpg,1280,720,light_truck,400,182,437,208
aug_1112-5918_frame_002450_6_171291.jpg,1280,720,motorcycle,405,206,427,224
aug_1112-5918_frame_002450_6_171291.jpg,1280,720,light_truck,288,156,313,183
aug_1112-5918_frame_002450_6_171291.jpg,1280,720,van,335,191,390,219
aug_1112-5918_frame_002147_2_239407.jpg,1280,720,van,380,212,428,256
aug_1112-5923_frame_007985_1.jpg,1280,720,bicycle,481,231,495,258
aug_1112-5923_frame_007985_1.jpg,1280,720,person,248,263,261,283
fuatOld-00076113.jpg,720,480,car,345,216,443,266
fuatOld-00076113.jpg,720,480,car,661,258,732,344
fuatOld-00076113.jpg,720,480,car,673,202,721,250
fuatOld-00076113.jpg,720,480,car,552,150,592,178
fuatOld-00076113.jpg,720,480,car,675,160,712,202
aug_fuatOld-00048293_25495.jpg,720,480,heavy_truck,244,35,560,414
aug_1112-5921_frame_005284_1_14712.jpg,1280,720,taksi,268,267,356,325
aug_1112-5921_frame_005284_1_14712.jpg,1280,720,heavy_truck,613,200,646,214
aug_1112-5921_frame_005284_1_14712.jpg,1280,720,person,248,261,263,283
1112-5921_frame_005031_1.jpg,1280,720,person,248,261,263,283
1112-5921_frame_005031_1.jpg,1280,720,taksi,470,221,497,244
aug_1112-5918_frame_001590_1_38885.jpg,1280,720,person,245,261,261,283
aug_1112-5918_frame_001590_1_38885.jpg,1280,720,light_truck,464,201,503,238
fuatOld-00016971.jpg,720,480,bus,321,228,570,363
aug_1112-5923_frame_008039_2_118299.jpg,1280,720,motorcycle,411,322,455,411
aug_1112-5923_frame_008039_2_118299.jpg,1280,720,person,238,268,251,287
aug_fuatOld-00100038_70289.jpg,720,480,minibus,255,162,575,317
aug_1112-5925_atakoy1_frame_001250_136294.jpg,1280,720,taksi,430,125,479,151
aug_1112-5925_atakoy1_frame_001250_136294.jpg,1280,720,minibus,145,137,175,171
aug_1112-5925_atakoy1_frame_001540_129568.jpg,1280,720,minibus,145,137,175,171
aug_1112-5925_atakoy1_frame_001540_129568.jpg,1280,720,taksi,326,97,356,114
fuatOld-00014498.jpg,720,480,car,450,158,504,183
fuatOld-00014498.jpg,720,480,car,753,198,794,243
fuatOld-00014498.jpg,720,480,car,406,224,525,271
fuatOld-00014498.jpg,720,480,car,645,178,705,213
fuatOld-00014498.jpg,720,480,car,176,360,300,488
fuatOld-00014498.jpg,720,480,car,687,186,736,221
fuatOld-00014498.jpg,720,480,car,318,204,375,252
fuatOld-00014498.jpg,720,480,car,648,281,788,375
fuatOld-00014498.jpg,720,480,car,721,195,778,231
fuatOld-00014498.jpg,720,480,car,626,174,672,202
fuatOld-00014498.jpg,720,480,car,520,250,642,311
fuatOld-00014498.jpg,720,480,car,585,167,631,190
fuatOld-00014498.jpg,720,480,car,588,257,705,338
fuatOld-00014498.jpg,720,480,car,508,180,544,212
fuatOld-00014498.jpg,720,480,car,490,221,588,280
fuatOld-00014498.jpg,720,480,car,527,161,581,190
fuatOld-00026765.jpg,720,480,car,36,191,166,267
fuatOld-ch01_00000000014000000.mp4_snapshot_16.27.002.jpg,1280,720,car,275,126,331,180
fuatOld-ch01_00000000014000000.mp4_snapshot_16.27.002.jpg,1280,720,car,226,71,253,92
fuatOld-ch01_00000000014000000.mp4_snapshot_16.27.002.jpg,1280,720,car,333,71,363,90
fuatOld-ch01_00000000014000000.mp4_snapshot_16.27.002.jpg,1280,720,car,635,186,746,249
fuatOld-ch01_00000000014000000.mp4_snapshot_16.27.002.jpg,1280,720,car,371,263,513,404
fuatOld-ch01_00000000014000000.mp4_snapshot_16.27.002.jpg,1280,720,minibus,348,85,416,142
fuatOld-ch01_00000000014000000.mp4_snapshot_16.27.002.jpg,1280,720,car,248,53,270,67
aug_1112-5925_atakoy1_frame_002440_131875.jpg,1280,720,taksi,608,206,673,248
aug_1112-5925_atakoy1_frame_002440_131875.jpg,1280,720,light_truck,580,293,798,450
aug_1112-5925_atakoy1_frame_002440_131875.jpg,1280,720,minibus,145,137,175,171
1112-5922_frame_006792_2.jpg,1280,720,van,415,303,618,450
1112-5922_frame_006792_2.jpg,1280,720,person,237,266,252,289
1112-5922_frame_006792_2.jpg,1280,720,car,490,212,513,229
fuatOld-00017421.jpg,720,480,car,394,368,592,532
aug_1112-5919_frame_002787_2_135287.jpg,1280,720,taksi,441,220,470,246
aug_1112-5923_frame_007966_2_117241.jpg,1280,720,van,451,228,500,284
aug_1112-5919_frame_002639_1_120075.jpg,1280,720,taksi,432,246,485,283
aug_1112-5923_frame_008192_2_129752.jpg,1280,720,van,528,296,773,450
aug_1112-5923_frame_008192_2_129752.jpg,1280,720,taksi,475,218,501,242
aug_fuatOld-00053650_22094.jpg,720,480,heavy_truck,94,153,245,248
aug_fuatOld-00053650_22094.jpg,720,480,minibus,124,247,243,344
aug_1112-5916_frame_000280_5_240032.jpg,1280,720,motorcycle,630,408,704,447
aug_1112-5916_frame_000280_5_240032.jpg,1280,720,van,281,152,294,166
aug_1112-5916_frame_000280_5_240032.jpg,1280,720,van,266,161,282,181
aug_1112-5916_frame_000280_5_240032.jpg,1280,720,van,465,203,503,225
aug_1112-5916_frame_000280_5_240032.jpg,1280,720,van,571,211,586,224
aug_1112-5916_frame_000280_5_240032.jpg,1280,720,van,581,321,746,416
aug_1112-5916_frame_000280_5_240032.jpg,1280,720,van,541,210,560,228
aug_1112-5916_frame_000280_5_240032.jpg,1280,720,van,481,224,526,258
aug_fuatOld-00050888_42173.jpg,720,480,minibus,2,157,252,297
aug_fuatOld-ch01_00000000038000000mp4_snapshot_0338_74335.jpg,1280,720,minibus,555,113,660,177
aug_fuatOld-ch01_00000000038000000mp4_snapshot_0338_74335.jpg,1280,720,minibus,292,141,370,220
aug_fuatOld-ch01_00000000038000000mp4_snapshot_0338_74335.jpg,1280,720,minibus,276,84,335,142
aug_fuatOld-ch01_00000000038000000mp4_snapshot_0338_74335.jpg,1280,720,heavy_truck,173,57,240,146
aug_fuatOld-ch01_00000000038000000mp4_snapshot_0338_74335.jpg,1280,720,minibus,170,46,183,61
aug_fuatOld-ch01_00000000038000000mp4_snapshot_0338_74335.jpg,1280,720,person,761,259,781,306
aug_1112-5922_frame_007189_2_211369.jpg,1280,720,van,646,203,679,219
aug_1112-5922_frame_007189_2_211369.jpg,1280,720,van,469,215,497,246
aug_1112-5921_frame_004963_1_105432.jpg,1280,720,taksi,596,387,796,450
aug_1112-5921_frame_004963_1_105432.jpg,1280,720,person,249,261,263,283
aug_1112-5921_frame_004963_1_105432.jpg,1280,720,motorcycle,476,248,500,276
aug_fuatOld-00005733_97941.jpg,720,480,motorcycle,395,146,437,253
aug_1112-5918_frame_002450_6_96551.jpg,1280,720,heavy_truck,556,283,764,436
aug_1112-5918_frame_002450_6_96551.jpg,1280,720,van,488,202,523,221
aug_1112-5918_frame_002450_6_96551.jpg,1280,720,light_truck,400,182,437,208
aug_1112-5918_frame_002450_6_96551.jpg,1280,720,motorcycle,405,206,427,224
aug_1112-5918_frame_002450_6_96551.jpg,1280,720,light_truck,288,156,313,183
aug_1112-5918_frame_002450_6_96551.jpg,1280,720,van,335,191,390,219
aug_fuatOld-ch01_00000000087000000.mp4_snapshot_10.45.666.jpg,1280,720,heavy_truck,235,57,335,197
aug_fuatOld-ch01_00000000087000000.mp4_snapshot_10.45.666.jpg,1280,720,heavy_truck,326,8,351,42
aug_fuatOld-ch01_00000000087000000.mp4_snapshot_10.45.666.jpg,1280,720,person,82,152,98,191
fuatOld-00051005.jpg,720,480,car,670,107,792,170
aug_1112-5918_frame_002460_6_251805.jpg,1280,720,heavy_truck,529,271,764,436
aug_1112-5918_frame_002460_6_251805.jpg,1280,720,van,326,189,380,216
aug_1112-5918_frame_002460_6_251805.jpg,1280,720,van,481,201,517,221
aug_1112-5918_frame_002460_6_251805.jpg,1280,720,light_truck,400,182,437,208
aug_1112-5918_frame_002460_6_251805.jpg,1280,720,motorcycle,393,205,415,223
aug_1112-5918_frame_002460_6_251805.jpg,1280,720,light_truck,287,155,310,180
aug_1112-5916_frame_000151_1_113156.jpg,1280,720,motorcycle,460,241,477,269
aug_1112-5916_frame_000151_1_113156.jpg,1280,720,person,247,263,263,284
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0201000_73550.jpg,1280,720,minibus,431,56,467,85
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0201000_73550.jpg,1280,720,minibus,756,190,796,252
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0201000_73550.jpg,1280,720,person,55,181,73,234
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0201000_73550.jpg,1280,720,person,664,275,689,332
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0201000_73550.jpg,1280,720,person,638,257,664,317
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0201000_73550.jpg,1280,720,person,569,186,583,222
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0201000_73550.jpg,1280,720,person,623,156,635,191
aug_1112-5921_frame_005433_2_114500.jpg,1280,720,person,630,308,653,345
aug_1112-5921_frame_005433_2_114500.jpg,1280,720,person,238,266,253,288
aug_1112-5921_frame_005433_2_114500.jpg,1280,720,van,454,231,494,274
aug_1112-5921_frame_005433_2_114500.jpg,1280,720,van,581,195,611,209
aug_1112-5921_frame_005433_2_114500.jpg,1280,720,person,215,258,235,286
aug_1112-5922_frame_007289_1_165227.jpg,1280,720,taksi,240,276,335,341
aug_1112-5922_frame_007289_1_165227.jpg,1280,720,motorcycle,483,271,519,312
fuatOld-00068279.jpg,720,480,car,428,191,602,275
fuatOld-00068279.jpg,720,480,car,680,171,730,196
aug_1112-5918_frame_001939_2_164896.jpg,1280,720,taksi,468,268,530,318
aug_1112-5918_frame_001939_2_164896.jpg,1280,720,van,621,200,651,214
aug_fuatOld-ch01_00000000026000000mp4_snapshot_0633_72320.jpg,1280,720,minibus,6,197,98,296
aug_fuatOld-ch01_00000000026000000mp4_snapshot_0633_72320.jpg,1280,720,person,119,200,135,238
aug_fuatOld-ch01_00000000026000000mp4_snapshot_0633_72320.jpg,1280,720,heavy_truck,260,58,277,75
aug_1112-5921_frame_005150_1_109399.jpg,1280,720,person,248,261,263,283
aug_fuatOld-00089850_23391.jpg,720,480,heavy_truck,1,104,717,346
aug_fuatOld-00007458.jpg,720,480,minibus,144,117,228,163
fuatOld-00109630.jpg,720,480,car,3,108,51,137
fuatOld-00109630.jpg,720,480,car,371,181,594,277
fuatOld-00109630.jpg,720,480,minibus,84,47,127,78
fuatOld-00109630.jpg,720,480,car,1,174,56,236
aug_fuatOld-00017843_2640.jpg,720,480,bus,0,201,761,525
aug_1112-5924_frame_008460_2_178018.jpg,1280,720,van,423,205,470,245
aug_1112-5924_frame_008460_2_178018.jpg,1280,720,van,560,191,591,205
aug_1112-5916_frame_000223_2_140368.jpg,1280,720,taksi,357,310,479,385
aug_1112-5916_frame_000223_2_140368.jpg,1280,720,bus,555,190,585,204
aug_1112-5925_bilisimFatihframe_002370_103099.jpg,1280,720,taksi,331,107,371,144
aug_1112-5925_bilisimFatihframe_002370_103099.jpg,1280,720,taksi,415,66,446,88
aug_1112-5925_bilisimFatihframe_002370_103099.jpg,1280,720,bus,322,75,348,105
aug_1112-5925_bilisimFatihframe_002370_103099.jpg,1280,720,person,214,185,228,211
aug_1112-5925_bilisimFatihframe_002370_103099.jpg,1280,720,person,535,110,555,155
aug_1112-5925_bilisimFatihframe_002370_103099.jpg,1280,720,person,556,113,571,161
aug_1112-5925_bilisimFatihframe_002370_103099.jpg,1280,720,light_truck,31,346,92,423
aug_1112-5925_bilisimFatihframe_002370_103099.jpg,1280,720,motorcycle,386,81,400,100
fuatOld-00056398.jpg,720,480,car,333,231,605,388
fuatOld-00056398.jpg,720,480,car,216,0,272,40
aug_1112-5923_frame_007987_1_8.jpg,1280,720,bicycle,482,231,495,258
fuatOld-00013827.jpg,720,480,heavy_truck,0,48,650,308
aug_1112-5919_frame_002793_1_97856.jpg,1280,720,motorcycle,483,222,498,245
aug_1112-5919_frame_002793_1_97856.jpg,1280,720,person,264,358,297,410
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,minibus,703,153,735,203
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,person,648,261,672,319
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,person,668,263,693,324
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,person,721,312,756,371
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,person,758,330,788,378
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,person,760,336,795,387
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,person,536,233,560,298
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,person,525,203,545,258
aug_fuatOld-ch01_00000000215000000mp4_snapshot_0232000_85031.jpg,1280,720,person,29,213,51,273
aug_1112-5920_frame_003921_2_184168.jpg,1280,720,van,415,205,435,235
aug_1112-5920_frame_003921_2_184168.jpg,1280,720,van,476,210,510,238
fuatOld-ch01_00000000014000000.mp4_snapshot_08.35.936.jpg,1280,720,car,203,92,235,129
fuatOld-ch01_00000000014000000.mp4_snapshot_08.35.936.jpg,1280,720,minibus,618,164,793,312
fuatOld-ch01_00000000014000000.mp4_snapshot_08.35.936.jpg,1280,720,car,693,328,800,441
fuatOld-ch01_00000000014000000.mp4_snapshot_08.35.936.jpg,1280,720,heavy_truck,441,118,586,238
fuatOld-ch01_00000000014000000.mp4_snapshot_08.35.936.jpg,1280,720,bus,379,61,498,150
aug_1112-5925_bilisimFatihframe_002690_201569.jpg,1280,720,light_truck,31,346,92,423
aug_1112-5925_bilisimFatihframe_002690_201569.jpg,1280,720,bus,322,75,348,105
aug_1112-5925_bilisimFatihframe_002690_201569.jpg,1280,720,van,381,92,433,144
fuatOld-00035612.jpg,720,480,car,702,198,748,246
fuatOld-00035612.jpg,720,480,car,150,187,392,445
aug_fuatOld-00045191_24775.jpg,720,480,heavy_truck,494,16,793,198
aug_1112-5916_frame_000541_2_210304.jpg,1280,720,van,335,221,409,278
aug_1112-5917_frame_001230_5_266077.jpg,1280,720,bicycle,308,203,324,221
aug_1112-5917_frame_001230_5_266077.jpg,1280,720,motorcycle,321,185,334,198
aug_1112-5926_bilisimFatihframe_005270_95552.jpg,1280,720,person,221,164,234,186
aug_1112-5926_bilisimFatihframe_005270_95552.jpg,1280,720,person,286,350,336,408
aug_1112-5926_bilisimFatihframe_005270_95552.jpg,1280,720,taksi,258,133,317,166
aug_1112-5926_bilisimFatihframe_005270_95552.jpg,1280,720,bus,322,75,348,105
aug_1112-5926_bilisimFatihframe_005270_95552.jpg,1280,720,light_truck,31,346,92,423
aug_1112-5926_bilisimFatihframe_005270_95552.jpg,1280,720,motorcycle,342,97,356,121
aug_1112-5926_bilisimFatihframe_005270_95552.jpg,1280,720,person,273,330,295,361
aug_fuatOld-ch01_00000000169000000mp4_snapshot_1313333_52722.jpg,1280,720,minibus,294,80,336,118
aug_fuatOld-ch01_00000000169000000mp4_snapshot_1313333_52722.jpg,1280,720,heavy_truck,405,148,560,304
aug_1112-5917_frame_001324_1_226344.jpg,1280,720,van,30,328,233,430
aug_1112-5917_frame_001324_1_226344.jpg,1280,720,motorcycle,410,233,422,251
aug_fuatOld-00011758_113417.jpg,720,480,motorcycle,545,63,635,152
fuatOld-00054372.jpg,720,480,heavy_truck,2,33,797,311
aug_1112-5923_frame_008134_2_163793.jpg,1280,720,taksi,480,286,566,357
fuatOld-00033839.jpg,720,480,car,695,285,795,390
fuatOld-00089068.jpg,720,480,car,115,50,168,74
fuatOld-00089068.jpg,720,480,car,82,48,120,81
fuatOld-00089068.jpg,720,480,car,1,123,50,175
fuatOld-00089068.jpg,720,480,car,604,242,793,338
aug_fuatOld-ch01_00000000001000000.mp4_snapshot_03.28.jpg,1280,720,minibus,242,45,262,57
aug_fuatOld-ch01_00000000001000000.mp4_snapshot_03.28.jpg,1280,720,minibus,236,58,252,81
aug_fuatOld-ch01_00000000001000000.mp4_snapshot_03.28.jpg,1280,720,person,469,145,485,178
aug_fuatOld-00067583_6713.jpg,720,480,bus,217,124,622,424
aug_fuatOld-ch01_00000000130000000mp4_snapshot_1009_45741.jpg,1280,720,bus,493,47,587,135
aug_fuatOld-ch01_00000000130000000mp4_snapshot_1009_45741.jpg,1280,720,minibus,619,425,736,450
aug_fuatOld-ch01_00000000130000000mp4_snapshot_1009_45741.jpg,1280,720,heavy_truck,355,4,380,36
aug_fuatOld-ch01_00000000130000000mp4_snapshot_1009_45741.jpg,1280,720,person,714,188,729,224
aug_fuatOld-ch01_00000000001000000mp4_snapshot_0016_24426.jpg,1280,720,heavy_truck,125,270,256,450
aug_fuatOld-ch01_00000000001000000mp4_snapshot_0016_24426.jpg,1280,720,heavy_truck,211,121,301,278
aug_fuatOld-ch01_00000000001000000mp4_snapshot_0016_24426.jpg,1280,720,minibus,502,102,569,168
aug_fuatOld-ch01_00000000001000000mp4_snapshot_0016_24426.jpg,1280,720,heavy_truck,8,167,100,259
aug_fuatOld-ch01_00000000001000000mp4_snapshot_0016_24426.jpg,1280,720,minibus,205,40,250,86
aug_fuatOld-ch01_00000000001000000mp4_snapshot_0016_24426.jpg,1280,720,heavy_truck,319,0,343,27
aug_fuatOld-ch01_00000000182000000mp4_snapshot_1530000_39519.jpg,1280,720,minibus,85,175,197,348
aug_fuatOld-ch01_00000000182000000mp4_snapshot_1530000_39519.jpg,1280,720,minibus,390,15,409,31
aug_fuatOld-ch01_00000000182000000mp4_snapshot_1530000_39519.jpg,1280,720,minibus,424,26,449,48
fuatOld-00069591.jpg,720,480,car,296,198,580,335
aug_1112-5920_frame_003640_5_204934.jpg,1280,720,motorcycle,512,233,525,255
aug_1112-5920_frame_003640_5_204934.jpg,1280,720,van,543,214,569,235
aug_1112-5920_frame_003640_5_204934.jpg,1280,720,light_truck,538,266,666,355
aug_fuatOld-00017345.jpg,720,480,motorcycle,332,377,457,532
aug_1112-5924_frame_008674_1_134908.jpg,1280,720,taksi,492,216,513,231
aug_1112-5926_bilisimFatihframe_005940_99529.jpg,1280,720,taksi,199,165,270,213
aug_1112-5926_bilisimFatihframe_005940_99529.jpg,1280,720,light_truck,175,204,310,371
aug_1112-5926_bilisimFatihframe_005940_99529.jpg,1280,720,person,463,395,524,444
aug_1112-5926_bilisimFatihframe_005940_99529.jpg,1280,720,bus,322,75,348,105
aug_1112-5926_bilisimFatihframe_005940_99529.jpg,1280,720,motorcycle,333,111,351,140
aug_1112-5926_bilisimFatihframe_005940_99529.jpg,1280,720,light_truck,31,346,92,423
fuatOld-00092482.jpg,720,480,bus,2,111,673,377
aug_1112-5920_frame_003555_4.jpg,1280,720,van,431,194,445,211
aug_1112-5920_frame_003555_4.jpg,1280,720,person,318,236,335,257
aug_1112-5917_frame_001320_5_267846.jpg,1280,720,bicycle,496,242,510,263
aug_1112-5917_frame_001320_5_267846.jpg,1280,720,bicycle,466,253,490,279
aug_fuatOld-00033606_83686.jpg,720,480,minibus,325,192,723,387
aug_1112-5918_frame_001970_2_246391.jpg,1280,720,taksi,463,232,484,254
aug_1112-5925_frame_009858_2_30633.jpg,1280,720,van,360,231,413,281
aug_1112-5925_frame_009858_2_30633.jpg,1280,720,light_truck,551,192,581,206
aug_1112-5925_frame_009858_2_30633.jpg,1280,720,person,238,265,251,288
aug_1112-5916_frame_000222_2_196187.jpg,1280,720,bus,554,188,585,203
aug_1112-5916_frame_000222_2_196187.jpg,1280,720,taksi,361,310,488,386
aug_1112-5917_frame_001031_2_121903.jpg,1280,720,light_truck,290,250,415,356
aug_1112-5922_frame_007658_1_118043.jpg,1280,720,person,247,261,261,285
aug_1112-5922_frame_007658_1_118043.jpg,1280,720,van,453,253,535,325
aug_fuatOld-00065782_5909.jpg,720,480,bus,176,16,410,273
aug_fuatOld-00077619_100837.jpg,720,480,motorcycle,612,292,710,376
aug_fuatOld-00003947_106747.jpg,720,480,motorcycle,498,244,526,326
aug_fuatOld-00016643_44081.jpg,720,480,motorcycle,331,188,366,273
aug_fuatOld-00016643_44081.jpg,720,480,minibus,466,3,547,30
aug_fuatOld-00014515_112343.jpg,720,480,motorcycle,405,21,435,80
fuatOld-00032185.jpg,720,480,car,435,87,463,113
fuatOld-00032185.jpg,720,480,car,188,177,264,218
fuatOld-00032185.jpg,720,480,bus,545,103,790,330
aug_1112-5921_frame_004820_2_128264.jpg,1280,720,taksi,426,207,444,223
aug_1112-5923_frame_007962_1_67.jpg,1280,720,bicycle,480,251,500,288
aug_1112-5919_frame_003106_1_181675.jpg,1280,720,van,471,227,496,266
aug_1112-5919_frame_003106_1_181675.jpg,1280,720,motorcycle,334,251,360,282
aug_1112-5920_frame_003260_5_233145.jpg,1280,720,van,278,153,293,170
aug_1112-5920_frame_003260_5_233145.jpg,1280,720,light_truck,538,266,666,355
aug_1112-5926_bilisimFatihframe_006300_135737.jpg,1280,720,taksi,445,75,513,108
aug_1112-5926_bilisimFatihframe_006300_135737.jpg,1280,720,motorcycle,612,108,661,156
aug_1112-5926_bilisimFatihframe_006300_135737.jpg,1280,720,bus,322,75,348,105
aug_1112-5926_bilisimFatihframe_006300_135737.jpg,1280,720,light_truck,31,346,92,423
aug_1112-5926_bilisimFatihframe_006300_135737.jpg,1280,720,motorcycle,747,123,800,180
aug_1112-5923_frame_007849_2_253908.jpg,1280,720,van,475,274,639,417
aug_1112-5917_frame_000950_4_138796.jpg,1280,720,van,501,205,528,228
aug_1112-5917_frame_000950_4_138796.jpg,1280,720,taksi,475,233,498,260
